[21:38:11] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:41:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'truck']
[21:41:50] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'truck']
[21:41:51] ZONE=CAM_piste_aterisage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'truck']
[21:42:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:14] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:15] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:16] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:17] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:17] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:17] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:22] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:22] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:25] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:25] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:25] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:26] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:26] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:27] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:27] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:29] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:29] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:42:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:17] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:18] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:19] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:20] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:21] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:22] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:22] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:22] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:23] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:24] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:25] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:25] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:26] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:26] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:27] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:27] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:27] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:28] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:29] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:29] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:29] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:30] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:31] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:32] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:33] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:34] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:35] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:36] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:37] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:38] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'suitcase']
[21:43:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:39] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:40] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'suitcase']
[21:43:41] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'suitcase']
[21:43:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:42] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:43] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:44] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:45] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:46] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:47] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:48] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:49] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:49] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:49] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:50] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:50] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:50] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:50] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:51] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:51] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:51] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:52] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:52] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:52] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:53] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:53] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:53] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:53] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:54] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:54] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:54] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:54] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:55] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:55] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:55] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:55] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:56] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:56] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:56] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:56] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:56] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:57] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:57] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:57] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:57] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:58] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:58] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:58] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:58] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:59] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:59] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:43:59] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:00] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:00] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:00] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:01] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:01] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:01] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:01] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:02] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:02] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[21:44:02] ZONE=CAM_piste_aterisage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
