[17:36:27] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:44] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:44] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[17:37:44] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:44] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=16 | OBJETS=['person', 'person', 'person', 'person']
[17:37:45] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:46] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:47] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:48] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:49] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:50] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=9 | OBJETS=['person', 'person', 'backpack']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:51] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=12 | OBJETS=['person', 'person', 'person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:52] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=9 | OBJETS=['person', 'person', 'backpack']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:53] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:54] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=7 | OBJETS=['person', 'dog']
[17:37:55] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:37:56] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:56] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:56] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:37:56] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:00] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:00] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:00] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:00] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:01] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:02] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:03] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:04] ZONE=CAM_piste_decolage | NIVEAU=ÉLEVÉ | SCORE=8 | OBJETS=['person', 'person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:05] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:06] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:07] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:08] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:09] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:10] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:11] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:12] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:13] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:14] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'backpack']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'backpack']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:15] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'backpack']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=5 | OBJETS=['person', 'backpack']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:16] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:17] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:18] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:19] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:20] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:21] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:22] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:23] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:24] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:25] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:26] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:27] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:27] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:27] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:27] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
[17:38:27] ZONE=CAM_piste_decolage | NIVEAU=MOYEN | SCORE=4 | OBJETS=['person']
